source,target,weight
0x6780,0x05,34
0xf698,0x05,56
0xc229,0x05,12
0x9c5a,0x05,40
0x016357,0x05,293
0x010104,0x05,133
0x015ddb,0x05,10
0xcc60,0x05,50
0xde4f,0x05,25
0x0fec,0x05,49
0x0d39,0x05,25
0x0161c0,0x05,12
0x2bdf,0x05,12
0x0172ac,0x05,73
0x019679,0x05,23
0xdf94,0x05,73
0x014567,0x05,16
0x7872,0x05,33
0xe089,0x05,42
0x01ba9d,0x05,28
0x01b2c8,0x05,28
0x0160d2,0x05,37
0x018d5f,0x05,110
0x018c35,0x05,17
0x012cf4,0x05,119
0x017bb1,0x05,19
0x4be1,0x05,24
0x6f1d,0x05,33
0x0162dd,0x05,17
0x01425b,0x05,47
0x16f7,0x05,20
0x01804a,0x05,25
0xa20f,0x05,68
0x01d745,0x05,73
0x1dc0,0x05,20
0x01eaa0,0x05,11
0x5808,0x05,42
0xd0c6,0x05,33
0x369d,0x05,44
0x01163a,0x05,18
0x1178,0x05,101
0x0118d3,0x05,81
0x015b97,0x05,19
0x01aaeb,0x05,49
0xe732,0x05,36
0x521f,0x05,25
0x0161e6,0x05,311
0x964c,0x05,422
0x0ac6,0x05,114
0x01406a,0x05,17
0x01aedb,0x05,59
0xf238,0x05,13
0x970e,0x05,12
0x7675,0x05,89
0x01b91d,0x05,11
0x6a2a,0x05,47
0x12bc,0x05,149
0xb569,0x05,133
0x01a337,0x05,17
0x010677,0x05,73
0x6a47,0x05,47
0x9cb9,0x05,145
0x7049,0x05,12
0xa18f,0x05,49
0x011838,0x05,15
0xbd3f,0x05,25
0x01a920,0x05,20
0x85ed,0x05,12
0x8779,0x05,12
0x1508,0x05,44
0x012c4a,0x05,25
0x3f4e,0x05,159
0x014dde,0x05,362
0x017978,0x05,148
0x597f,0x05,104
0x495e,0x05,17
0x1bb8,0x05,10
0xf31f,0x05,23
0x581e,0x05,17
0x16c5,0x05,34
0x0dc4,0x05,33
0x017a88,0x05,53
0x018760,0x05,58
0x012220,0x05,132
0x0df2,0x05,30
0xfb99,0x05,34
0x01331b,0x05,71
0x1380,0x05,24
0x011e83,0x05,12
0x015798,0x05,60
0x0168f9,0x05,65
0xc279,0x05,36
0x0125a8,0x05,99
0x8693,0x05,44
0x0135e0,0x05,17
0x019331,0x05,25
0x01117d,0x05,12
0x01bd8a,0x05,99
0xb9ab,0x05,12
0x017080,0x05,383
0x01a528,0x05,16
0xf587,0x05,68
0x016b98,0x05,47
0xdd90,0x05,128
0x01675c,0x05,41
0x0162f6,0x05,488
0x0b95,0x05,25
0x0c1c,0x05,16
0x019121,0x05,177
0xe18d,0x05,47
0xfc14,0x05,12
0xeed9,0x05,17
0x01c80c,0x05,27
0xcf77,0x05,26
0x8f46,0x05,65
0x011ee5,0x05,50
0x010edd,0x05,28
0x012500,0x05,25
0x0119c8,0x05,88
0x01216b,0x05,73
0x0721,0x05,12
0xf343,0x05,110
0x015381,0x05,79
0x9f73,0x05,17
0x0176e5,0x05,33
0x016c40,0x05,69
0x01a6d7,0x05,21
0x01565b,0x05,148
0xae69,0x05,179
0x011b3b,0x05,16
0x017e5a,0x05,20
0x5f56,0x05,10
0x763c,0x05,33
0x24f5,0x05,15
0x94dc,0x05,33
0x017378,0x05,41
0x015365,0x05,52
0xc69d,0x05,28
0x014148,0x05,46
0xe74d,0x05,27
0x72da,0x05,133
0x01db5a,0x05,20
0xd600,0x05,17
0x4ec1,0x05,55
0x1078,0x05,33
0x019e57,0x05,25
0x012a42,0x05,12
0x01af8b,0x05,144
0xd272,0x05,17
0x6a38,0x05,19
0x35a7,0x05,97
0xf977,0x05,31
0x502b,0x05,17
0x01d19b,0x05,30
0x01d143,0x05,41
0x01d321,0x05,1056
0x018691,0x05,76
0x01562e,0x05,63
0x0106ea,0x05,49
0xd545,0x05,28
0xa515,0x05,336
0x01e4e3,0x05,76
0xa45a,0x05,25
0xa34c,0x05,17
0x1364,0x05,28
0x9caf,0x05,43
0x0542,0x05,41
0xb366,0x05,106
0x01a018,0x05,104
0xbd43,0x05,28
0xc4e6,0x05,88
0x013f25,0x05,17
0xd078,0x05,12
0x011dcf,0x05,17
0x1d74,0x05,12
0xd79e,0x05,71
0x016d5a,0x05,28
0x5729,0x05,129
0x0a7d,0x05,12
0x4c9f,0x05,17
0x7a97,0x05,47
0x8413,0x05,934
0x7a64,0x05,15
0x972e,0x05,12
0x47c4,0x05,25
0xf0d8,0x05,15
0x016bac,0x05,12
0x9f0a,0x05,58
0x5491,0x05,17
0x015daf,0x05,17
0x6f6b,0x05,28
0x0120dd,0x05,17
0x01137c,0x05,73
0x01236c,0x05,41
0x015fa9,0x05,73
0x478d,0x05,12
0x0130e9,0x05,19
0xbdd3,0x05,12
0x8de8,0x05,44
0xaa9d,0x05,17
0xeb89,0x05,698
0x9d72,0x05,3398
0x012133,0x05,42
0x0140a8,0x05,41
0x2bf7,0x05,25
0x01ad25,0x05,44
0xa77e,0x05,20
0x01aeeb,0x05,13
0xadbe,0x05,12
0x110f,0x05,20
0x012e01,0x05,17
0x4f27,0x05,39
0x0161b6,0x05,34
0xc093,0x05,57
0x01c193,0x05,32
0x0178cd,0x05,34
0x5605,0x05,25
0x012cb3,0x05,65
0x010a9b,0x05,60
0x019c0c,0x05,11
0x013fbe,0x05,43
0x6295,0x05,717
0xe1d1,0x05,25
0x01470f,0x05,105
0x013fca,0x05,12
0xe787,0x05,43
0x016acb,0x05,12
0x014713,0x05,44
0x019fa9,0x05,36
0x0136d0,0x05,12
0x2988,0x05,55
0x019fca,0x05,113
0x11e3,0x05,15
0xbdcb,0x05,116
0x019e17,0x05,250
0x23b4,0x05,41
0x014312,0x05,12
0xfa6b,0x05,31
0xd424,0x05,17
0x9767,0x05,69
0x070f,0x05,10
0xad09,0x05,12
0x010de5,0x05,12
0xa49f,0x05,17
0x017f05,0x05,25
0xe9e6,0x05,42
0x957e,0x05,28
0x0136cb,0x05,25
0x9f77,0x05,22
0x015de0,0x05,12
0xb537,0x05,215
0x6cd8,0x05,126
0xb5de,0x05,17
0x016034,0x05,129
0x01df0f,0x05,41
0x8dbe,0x05,548
0x52da,0x05,25
0x018184,0x05,193
0xc392,0x05,20
0x55,0x05,47
0x3f1f,0x05,76
0xf7c5,0x05,57
0x970c,0x05,12
0x014fd9,0x05,17
0x5318,0x05,1935
0x01cb3f,0x05,193
0xf632,0x05,15
0xf8f0,0x05,84
0x9ae5,0x05,34
0x01b54d,0x05,12
0xe8ae,0x05,32
0x5582,0x05,113
0xadb7,0x05,42
0x654d,0x05,72
0xeac4,0x05,57
0x94fa,0x05,367
0x011b70,0x05,14
0xc038,0x05,57
0x0149c0,0x05,132
0xbb4f,0x05,31
0x012916,0x05,31
0x02c8,0x05,31
0x0187a1,0x05,68
0x10c1,0x05,12
0x01862b,0x05,25
0x0128d1,0x05,60
0x51d0,0x05,20
0x016139,0x05,165
0x0172c6,0x05,337
0x014fd7,0x05,20
0x4a74,0x05,20
0x3604,0x05,36
0xce00,0x05,33
0x635b,0x05,60
0x2b79,0x05,21
0x462f,0x05,15
0x01b792,0x05,71
0xde60,0x05,36
0x93f0,0x05,58
0x0126fb,0x05,40
0x6989,0x05,15
0xab88,0x05,17
0x010e7b,0x05,12
0x4079,0x05,17
0x6c5f,0x05,150
0x6258,0x05,10
0x0113fa,0x05,25
0x019116,0x05,44
0xf66f,0x05,76
0x7752,0x05,98
0x96f4,0x05,36
0x4927,0x05,212
0x354c,0x05,15
0x0f97,0x05,44
0xa2b4,0x05,60
0x01c034,0x05,39
0x164a,0x05,105
0x01295d,0x05,12
0x012461,0x05,76
0xc581,0x05,34
0x018b43,0x05,31
0xa7cd,0x05,20
0x4937,0x05,20
0x4d23,0x05,25
0x01d361,0x05,135
0x01b6,0x05,44
0x01031f,0x05,17
0x01c498,0x05,29
0x01648f,0x05,26
0x0509,0x05,95
0x109f,0x05,360
0x6163,0x05,26
0x18d3,0x05,42
0x0cf5,0x05,167
0x01172f,0x05,12
0x01a063,0x05,28
0x0130c2,0x05,60
0x011de5,0x05,33
0x3cf3,0x05,44
0x0136de,0x05,13
0x01016d,0x05,28
0x011529,0x05,25
0x010a23,0x05,18
0x89e4,0x05,413
0x0104c1,0x05,72
0x5fe7,0x05,33
0xcc81,0x05,28
0x013915,0x05,50
0x01db66,0x05,16
0xcc28,0x05,68
0x01b06a,0x05,57
0xe637,0x05,12
0x01213f,0x05,17
0xbd45,0x05,12
0x0160b3,0x05,57
0x8673,0x05,45
0xe026,0x05,17
0x018b01,0x05,128
0x898f,0x05,376
0xb74b,0x05,20
0x01701a,0x05,26
0x85a4,0x05,12
0xf7f1,0x05,33
0x0132b0,0x05,28
0x65d7,0x05,73
0xa12e,0x05,25
0x01970d,0x05,21
0x1675,0x05,12
0xf56a,0x05,151
0xd18c,0x05,10
0x0138b2,0x05,43
0x2b78,0x05,49
0x0602,0x05,17
0x2125,0x05,27
0x0102b2,0x05,12
0xa81f,0x05,31
0x47fc,0x05,33
0xd93e,0x05,69
0x0106e4,0x05,25
0x9a5a,0x05,23
0xdda6,0x05,76
0x0140b7,0x05,12
0x9920,0x05,12
0x7bfc,0x05,28
0x4487,0x05,28
0x0100be,0x05,147
0x016478,0x05,16
0xe3f4,0x05,52
0xf8ea,0x05,111
0x011bed,0x05,28
0x0182a9,0x05,24
0x3917,0x05,34
0x0163e4,0x05,39
0x52b6,0x05,95
0x3358,0x05,12
0x52cc,0x05,17
0x9e38,0x05,96
0x01bd01,0x05,25
0xce40,0x05,26
0x772f,0x05,55
0x97c2,0x05,12
0x1261,0x05,2905
0x011595,0x05,17
0x40be,0x05,17
0xdedc,0x05,49
0x9949,0x05,37
0x012f40,0x05,588
0xd55a,0x05,12
0x42ab,0x05,13
0x01b652,0x05,25
0xbc,0x05,20
0x012e3f,0x05,33
0xe15a,0x05,12
0x0621,0x05,66
0x2451,0x05,48
0xa3bb,0x05,19
0x5ef2,0x05,17
0x01c138,0x05,33
0x18de,0x05,21
0x010f5d,0x05,42
0x014aea,0x05,12
0x015b4f,0x05,53
0xfab7,0x05,17
0x99a2,0x05,68
0x1b1e,0x05,256
0x017a01,0x05,20
0x0139ba,0x05,22
0xe68d,0x05,25
0x135a,0x05,16
0x01bf93,0x05,32
0x010234,0x05,81
0x8865,0x05,321
0x013d01,0x05,69
0x01da92,0x05,36
0x544b,0x05,189
0xf4a1,0x05,17
0x016cf0,0x05,15
0x011c02,0x05,98
0xcd85,0x05,23
0x011f17,0x05,81
0x0342,0x05,18
0x6c99,0x05,23
0x268d,0x05,15
0x06d6,0x05,64
0x926e,0x05,28
0xfc4a,0x05,414
0x4e73,0x05,20
0x5e4e,0x05,23
0x4634,0x05,31
0x010dad,0x05,20
0x013a1e,0x05,43
0x4667,0x05,217
0xb4c7,0x05,25
0x014ab6,0x05,25
0x9aa5,0x05,82
0x189a,0x05,17
0x01309d,0x05,23
0x013b,0x05,65
0x8675,0x05,12
0x7481,0x05,15
0xd355,0x05,26
0xef18,0x05,16
0x390c,0x05,31
0x01d603,0x05,33
0xa201,0x05,889
0x1105,0x05,41
0x016aab,0x05,16
0xd308,0x05,99
0xd742,0x05,78
0x015011,0x05,12
0x01af5d,0x05,10
0x3003,0x05,16
0x3ad0,0x05,39
0x2962,0x05,15
0x013ca8,0x05,193
0x0138d5,0x05,32
0x01466a,0x05,41
0xfba4,0x05,121
0x01c0e7,0x05,137
0x012441,0x05,25
0x9c4a,0x05,92
0xe086,0x05,52
0x5736,0x05,17
0x9bf6,0x05,12
0x6e77,0x05,65
0xadad,0x05,71
0xf4ab,0x05,17
0xcee8,0x05,12
0x64c7,0x05,13
0x962c,0x05,124
0xe056,0x05,12
0x6e6e,0x05,17
0x012744,0x05,104
0x01a45b,0x05,34
0xaeb1,0x05,71
0xaaed,0x05,18
0x010bfb,0x05,65
0xc0cf,0x05,76
0x49c4,0x05,87
0x0c08,0x05,46
0xc2b7,0x05,37
0x01db1f,0x05,15
0x015d80,0x05,153
0x3a16,0x05,31
0x3a88,0x05,84
0x012d79,0x05,33
0x218c,0x05,28
0x5e08,0x05,204
0xe795,0x05,20
0x55c4,0x05,12
0x011ef0,0x05,200
0x2da2,0x05,23
0x019ecf,0x05,20
0x0117eb,0x05,545
0x0189d8,0x05,374
0x01ad22,0x05,12
0xe344,0x05,12
0x7b84,0x05,31
0x1847,0x05,17
0x018ce9,0x05,15
0xeba9,0x05,50
0xc13f,0x05,17
0x6382,0x05,25
0x01b781,0x05,51
0xcf00,0x05,388
0x01d62f,0x05,57
0x010412,0x05,12
0x380c,0x05,11
0x01c23e,0x05,119
0x019e04,0x05,17
0x01ce63,0x05,67
0xe9a7,0x05,89
0x6c27,0x05,49
0x52ae,0x05,41
0x0e3a,0x05,20
0xc65f,0x05,77
0x44d9,0x05,116
0x013e46,0x05,34
0x015a43,0x05,87
0x010848,0x05,48
0x8e8d,0x05,24
0x018833,0x05,12
0xa850,0x05,25
0x7223,0x05,15
0x01515c,0x05,45
0x8025,0x05,48
0xcfaf,0x05,94
0x01020a,0x05,156
0x848a,0x05,17
0x5b58,0x05,57
0x8c2c,0x05,25
0xf5b4,0x05,34
0x3707,0x05,15
0x84fe,0x05,20
0x4f67,0x05,12
0x014723,0x05,171
0x011e92,0x05,34
0x1edb,0x05,133
0x010399,0x05,57
0xeabf,0x05,145
0x6075,0x05,108
0x012e21,0x05,694
0x0e92,0x05,436
0x4a4d,0x05,69
0x015145,0x05,97
0x01658d,0x05,189
0x45cb,0x05,17
0x3632,0x05,263
0x0136d7,0x05,20
0x810c,0x05,25
0x0173c4,0x05,61
0x9d56,0x05,123
0x01abdd,0x05,384
0x418c,0x05,41
0x01537d,0x05,84
0x014212,0x05,31
0x89b7,0x05,41
0x01bbf7,0x05,57
0x87c8,0x05,30
0xefcc,0x05,186
0x7727,0x05,223
0x01bf2b,0x05,20
0x8787,0x05,33
0x01a034,0x05,40
0x018eef,0x05,54
0x01a367,0x05,20
0x0146b8,0x05,12
0x018163,0x05,57
0x011bcb,0x05,19
0xf640,0x05,20
0x017c21,0x05,17
0x0141c8,0x05,97
0xaa28,0x05,28
0xf077,0x05,25
0x4d05,0x05,17
0x2552,0x05,145
0x6ab5,0x05,17
0x016734,0x05,100
0x010f,0x05,41
0xdfda,0x05,88
0x0139db,0x05,17
0x9194,0x05,12
0x01d1fe,0x05,49
0xa2b8,0x05,20
0xce71,0x05,12
0x01b345,0x05,46
0x33d4,0x05,26
0x9a20,0x05,197
0x011b9e,0x05,373
0xa1,0x05,51
0xe26e,0x05,23
0xdc76,0x05,25
0xf548,0x05,44
0x0109fd,0x05,83
0x012814,0x05,97
0x450c,0x05,605
0x1fe5,0x05,17
0x0cd6,0x05,24
0xc0e4,0x05,114
0x8a60,0x05,10
0x01dad6,0x05,109
0x0159ba,0x05,28
0x62c3,0x05,35
0x01c5a0,0x05,52
0x0193c2,0x05,103
0x913a,0x05,19
0x034d,0x05,18
0x01b917,0x05,65
0x013e44,0x05,17
0xbcd2,0x05,26
0x5cd7,0x05,119
0x8753,0x05,20
0xcc57,0x05,233
0x012069,0x05,34
0x010de6,0x05,33
0x8814,0x05,12
0x56e2,0x05,44
0x017b64,0x05,65
0x66e8,0x05,45
0x011eb6,0x05,20
0xa5e3,0x05,151
0xebd0,0x05,196
0xd055,0x05,31
0x0167e1,0x05,12
0x017ef2,0x05,31
0xb6de,0x05,25
0x192c,0x05,57
0x017353,0x05,71
0x018f68,0x05,33
0xe307,0x05,24
0x97ff,0x05,25
0xe66f,0x05,44
0x68a4,0x05,16
0x0100f8,0x05,74
0xd2de,0x05,10
0x6d93,0x05,17
0x0161a1,0x05,81
0x0163da,0x05,36
0x014a11,0x05,33
0x6687,0x05,196
0x01095d,0x05,127
0x3269,0x05,20
0x018fc8,0x05,49
0x2584,0x05,36
0x01ce97,0x05,41
0x013e4a,0x05,25
0x01e652,0x05,81
0x58f4,0x05,20
0xf724,0x05,12
0x0161d9,0x05,273
0xe1bb,0x05,31
0x015ea5,0x05,44
0x6e14,0x05,108
0x01c7f7,0x05,82
0x75c2,0x05,25
0xa610,0x05,84
0x014ce5,0x05,15
0x01d464,0x05,159
0x011b68,0x05,42
0x3c53,0x05,18
0x0196be,0x05,90
0x01d287,0x05,17
0x019e12,0x05,25
0x016a03,0x05,95
0x015573,0x05,17
0x49d4,0x05,43
0xb47f,0x05,18
0x01350e,0x05,191
0x013e2c,0x05,56
0x017a02,0x05,16
0x1af5,0x05,70
0x08a7,0x05,25
0x6339,0x05,77
0x015df3,0x05,130
0x6b28,0x05,33
0x01af61,0x05,17
0x1150,0x05,15
0x9f9b,0x05,15
0x013981,0x05,537
0x734a,0x05,17
0x016903,0x05,35
0x0172a7,0x05,20
0x01d78c,0x05,40
0x6a9c,0x05,113
0xd8d8,0x05,101
0x018d64,0x05,215
0x164c,0x05,66
0x6c8e,0x05,137
0x010c0b,0x05,246
0xb4b2,0x05,49
0x36aa,0x05,33
0x524b,0x05,10
0x7178,0x05,60
0x0170b0,0x05,57
0x05fc,0x05,216
0x6a87,0x05,15
0x01b7e4,0x05,39
0x01d6ff,0x05,35
0x982d,0x05,17
0x45b1,0x05,17
0x01510b,0x05,521
0xf041,0x05,36
0x1432,0x05,12
0x0179,0x05,12
0x2fe3,0x05,75
0x01d851,0x05,42
0x0c78,0x05,25
0x679e,0x05,57
0x01c24f,0x05,41
0xb72e,0x05,17
0x0105c8,0x05,17
0x6dab,0x05,17
0x01795a,0x05,56
0xe823,0x05,15
0x019c0b,0x05,13
0x6500,0x05,12
0x0111ec,0x05,73
0x3928,0x05,28
0xc561,0x05,782
0x2d06,0x05,17
0x0bf8,0x05,13
0x0101c7,0x05,20
0x153c,0x05,44
0x0182c9,0x05,17
0xe816,0x05,11
0x0129b9,0x05,234
0x2727,0x05,34
0x012f17,0x05,34
0x019183,0x05,41
0xeb63,0x05,41
0x701e,0x05,94
0x018b84,0x05,20
0x03e5,0x05,103
0x799e,0x05,265
0x541e,0x05,25
0xf09d,0x05,25
0x01529a,0x05,20
0x5eec,0x05,12
0x5453,0x05,229
0x014225,0x05,33
0x0da2,0x05,23
0x019077,0x05,68
0x9d58,0x05,20
0x7d02,0x05,63
0x8082,0x05,126
0xfac5,0x05,36
0xc0a5,0x05,12
0x016781,0x05,17
0x87a4,0x05,54
0x39f4,0x05,33
0x0816,0x05,17
0x7caf,0x05,12
0x01435e,0x05,44
0x3e5d,0x05,73
0x097f,0x05,97
0xce38,0x05,19
0x6b61,0x05,688
0x011c8d,0x05,20
0xc6c4,0x05,113
0x015cb6,0x05,53
0x7b0c,0x05,46
0x0104b5,0x05,17
0x690b,0x05,36
0x4268,0x05,20
0x01acdc,0x05,156
0xff2f,0x05,15
0x5630,0x05,35
0x01098d,0x05,25
0xb47b,0x05,60
0x40f5,0x05,34
0x0186eb,0x05,22
0x0142cd,0x05,17
0x01506e,0x05,13
0x0113b4,0x05,45
0x016edd,0x05,1147
0x010827,0x05,721
0xaa43,0x05,36
0xe0b4,0x05,46
0x01a101,0x05,28
0x0331,0x05,137
0xe7db,0x05,50
0x01b919,0x05,17
0x01a4d1,0x05,15
0x011d56,0x05,50
0x4804,0x05,41
0x73fd,0x05,28
0x34ea,0x05,74
0xe838,0x05,12
0x0127f5,0x05,142
0x01be1c,0x05,92
0x988e,0x05,95
0xea60,0x05,17
0xcc0d,0x05,39
0x5436,0x05,167
0x4d32,0x05,31
0x6822,0x05,41
0x0137cd,0x05,49
0x3ee0,0x05,12
0x9b05,0x05,12
0x0164ba,0x05,17
0x0160d6,0x05,49
0x6887,0x05,52
0x0135d4,0x05,17
0x0112b5,0x05,17
0x10e0,0x05,61
0x949a,0x05,19
0x0173ab,0x05,33
0x32af,0x05,12
0x01a6c8,0x05,12
0x01ad6d,0x05,20
0x012855,0x05,158
0x9572,0x05,99
0x554f,0x05,182
0x01e10f,0x05,73
0x0141ad,0x05,33
0x010612,0x05,33
0x011156,0x05,17
0x5a8c,0x05,95
0x011ff8,0x05,44
0xd447,0x05,15
0x010f00,0x05,17
0x018cf7,0x05,45
0x015396,0x05,49
0xb3fe,0x05,41
0x7718,0x05,100
0xe634,0x05,17
0x011f5b,0x05,140
0x01a27e,0x05,381
0x016464,0x05,12
0x4570,0x05,12
0x01a3e5,0x05,24
0x015143,0x05,65
0x5772,0x05,25
0xbd6b,0x05,116
0x9a25,0x05,112
0x0169ba,0x05,20
0xf29d,0x05,35
0xf789,0x05,12
0x01dfef,0x05,92
0x013eb2,0x05,28
0x4971,0x05,97
0x014def,0x05,329
0xd81c,0x05,25
0x6e29,0x05,34
0x0100e5,0x05,183
0x6202,0x05,25
0x011f03,0x05,17
0x7684,0x05,50
0x0138af,0x05,156
0x01905e,0x05,17
0xcf62,0x05,73
0x014dbd,0x05,86
0x6b97,0x05,41
0x016fb7,0x05,12
0x012111,0x05,100
0x014f99,0x05,77
0x9c83,0x05,17
0x016680,0x05,49
0xefc8,0x05,84
0x016465,0x05,186
0x015fc2,0x05,25
0x285e,0x05,25
0x01d440,0x05,39
0x015f77,0x05,16
0x2d38,0x05,18
0x014666,0x05,764
0x9cda,0x05,225
0x01c244,0x05,1790
0x365e,0x05,23
0xd550,0x05,53
0x0112d0,0x05,28
0x2cd0,0x05,13
0x969e,0x05,12
0x4500,0x05,100
0x015690,0x05,36
0x9b83,0x05,17
0xaedf,0x05,51
0xc64e,0x05,47
0x0101ee,0x05,1013
0x015897,0x05,17
0x012b94,0x05,821
0x20ca,0x05,81
0x01a82a,0x05,322
0xca31,0x05,17
0x8bf7,0x05,57
0x5363,0x05,20
0x014721,0x05,31
0xf9e6,0x05,384
0x09a3,0x05,235
0xfb6b,0x05,17
0x017253,0x05,87
0x6c44,0x05,135
0xfe97,0x05,15
0x01ce0e,0x05,12
0x0e52,0x05,39
0xd6e7,0x05,41
0x015cdd,0x05,60
0xa24b,0x05,20
0x01dd0f,0x05,25
0x35b6,0x05,17
0x015383,0x05,52
0x01c074,0x05,37
0x018d3e,0x05,164
0xa58f,0x05,72
0xd7e4,0x05,26
0xeef9,0x05,68
0x012326,0x05,21
0x5113,0x05,47
0x01808a,0x05,25
0x018b13,0x05,73
0x0120b2,0x05,77
0xe743,0x05,12
0x017c53,0x05,224
0x7b09,0x05,40
0x5cef,0x05,107
0x011187,0x05,307
0x0109a1,0x05,332
0x030c,0x05,53
0x012d9a,0x05,30
0x4e74,0x05,18
0xd96d,0x05,59
0x011a02,0x05,38
0x01be20,0x05,10
0x90d9,0x05,141
0xcd94,0x05,144
0x2e11,0x05,12
0x3772,0x05,31
0x013768,0x05,17
0x01ae45,0x05,23
0xdd60,0x05,17
0x6fcc,0x05,35
0xcf7b,0x05,12
0x01bafb,0x05,12
0x1d87,0x05,17
0x011a6d,0x05,25
0x01b6d0,0x05,25
0x016b8d,0x05,33
0xd047,0x05,161
0x011f68,0x05,20
0xd54c,0x05,820
0xad53,0x05,81
0x012998,0x05,33
0x610d,0x05,20
0x01680a,0x05,12
0x3bd2,0x05,40
0x7468,0x05,12
0x015722,0x05,497
0x655e,0x05,12
0x0137bf,0x05,25
0x0155ba,0x05,20
0x0105b0,0x05,20
0x0109c4,0x05,31
0x0644,0x05,64
0xd703,0x05,12
0x60fc,0x05,33
0x015d8e,0x05,20
0xbc13,0x05,57
0x1af2,0x05,234
0x016a,0x05,33
0x09ad,0x05,33
0x0d33,0x05,50
0xbdda,0x05,196
0x67be,0x05,12
0x0162f3,0x05,124
0x01cfd4,0x05,81
0x01063a,0x05,20
0x363a,0x05,12
0x018f5c,0x05,25
0x0101be,0x05,71
0x3625,0x05,611
0xd8a4,0x05,20
0x0154f9,0x05,65
0x4a75,0x05,36
0x010867,0x05,14
0xe6fa,0x05,56
0x6c78,0x05,17
0x010724,0x05,65
0x45c9,0x05,17
0x016f6c,0x05,336
0x35ee,0x05,1013
0x01ff,0x05,15
0x011295,0x05,88
0x606a,0x05,33
0x7fe2,0x05,17
0xd252,0x05,25
0x35e9,0x05,12
0xb19c,0x05,191
0x1f8a,0x05,17
0x01848c,0x05,33
0x9bf9,0x05,17
0xb5da,0x05,84
0x01012a,0x05,49
0xf88e,0x05,20
0x016d73,0x05,17
0x0113f1,0x05,111
0xaa09,0x05,25
0xc905,0x05,20
0x01a9ca,0x05,12
0x6523,0x05,20
0x015361,0x05,67
0x01658e,0x05,15
0x016f9b,0x05,25
0x017335,0x05,175
0xc6d2,0x05,201
0x679d,0x05,31
0x1a93,0x05,96
0x7fde,0x05,20
0x5c25,0x05,25
0xc613,0x05,146
0x366d,0x05,11
0x018c18,0x05,17
0x904a,0x05,47
0x9bdc,0x05,71
0x017285,0x05,49
0x010b31,0x05,44
0x016b40,0x05,28
0x220c,0x05,45
0x010d77,0x05,40
0x33c7,0x05,130
0x015822,0x05,199
0x2d2f,0x05,33
0xfc32,0x05,63
0x019926,0x05,21
0x0191f3,0x05,57
0x011946,0x05,100
0x01e0cb,0x05,49
0x0129b0,0x05,28
0x013c55,0x05,170
0x011e25,0x05,17
0x4370,0x05,47
0xe3be,0x05,51
0x1aef,0x05,17
0x8185,0x05,52
0x7fc6,0x05,23
0x0112c1,0x05,45
0xb500,0x05,17
0xdeb1,0x05,23
0x97be,0x05,31
0x011a5c,0x05,20
0x91b8,0x05,17
0xd071,0x05,52
0x58fb,0x05,17
0x79e1,0x05,106
0x4f20,0x05,12
0x6c75,0x05,28
0x010893,0x05,89
0x690d,0x05,23
0xf9ca,0x05,29
0x017b89,0x05,17
0x01887d,0x05,17
0x2b33,0x05,50
0x016d7a,0x05,17
0x4d57,0x05,20
0xc559,0x05,779
0xde22,0x05,27
0x016125,0x05,28
0x010e33,0x05,17
0x013755,0x05,17
0x2a,0x05,229
0x581f,0x05,23
0x438c,0x05,23
0x01833d,0x05,16
0x458e,0x05,44
0x019a9f,0x05,17
0x1ac1,0x05,378
0x4bf3,0x05,33
0xa50d,0x05,39
0x011bc1,0x05,44
0x1d34,0x05,145
0x448f,0x05,12
0x019589,0x05,33
0x010fcf,0x05,16
0xb5a5,0x05,41
0x6471,0x05,87
0x016de0,0x05,12
0x87d1,0x05,31
0xe46a,0x05,12
0x7777,0x05,17
0x012f4b,0x05,60
0x01442e,0x05,42
0xa758,0x05,25
0x5e24,0x05,33
0xfaad,0x05,33
0x6baf,0x05,67
0x5526,0x05,28
0x01e7ac,0x05,22
0x013c49,0x05,626
0xa679,0x05,34
0x019c21,0x05,17
0x017c11,0x05,577
0xeb23,0x05,89
0x18c0,0x05,105
0xba34,0x05,81
0xe913,0x05,17
0x01e1aa,0x05,21
0x011ef9,0x05,377
0x015bb4,0x05,34
0xf666,0x05,106
0xaeba,0x05,12
0x9f4f,0x05,47
0x015dcd,0x05,205
0x0156ab,0x05,25
0xeba8,0x05,23
0xe882,0x05,18
0xa3a8,0x05,13
0x2aae,0x05,35
0xd06b,0x05,12
0x2137,0x05,121
0x010b8c,0x05,16
0x53b3,0x05,57
0x016ddd,0x05,12
0xc11d,0x05,39
0x323a,0x05,12
0x014f51,0x05,17
0x101d,0x05,17
0x9684,0x05,26
0xcc53,0x05,297
0xe14a,0x05,10
0x6b37,0x05,12
0x7d45,0x05,81
0x01c35c,0x05,57
0x4da9,0x05,15
0x015bcd,0x05,11
0x2fd7,0x05,28
0x0146a4,0x05,25
0x3d32,0x05,41
0x016b3b,0x05,45
0x1aa8,0x05,21
0xe837,0x05,50
0x017ad1,0x05,45
0x7558,0x05,17
0x3620,0x05,117
0x013443,0x05,488
0xb0b3,0x05,25
0x432a,0x05,17
0xa716,0x05,21
0xb826,0x05,17
0x01c9bf,0x05,377
0xe0ab,0x05,65
0x01ceac,0x05,76
0x018001,0x05,87
0x017de0,0x05,17
0x5b95,0x05,130
0x78bc,0x05,1726
