source,target,weight
0x0df2,0x01,32
0x871b,0x01,161
0xe78c,0x01,17
0xbe4b,0x01,20
0x01529d,0x01,12
0xce25,0x01,61
0xb5f9,0x01,52
0x01b073,0x01,36
0xf138,0x01,270
0x16fa,0x01,49
0xeb32,0x01,100
0x013760,0x01,23
0xb459,0x01,25
0x0188fc,0x01,17
0x8b78,0x01,64
0x015f50,0x01,24
0xd0f8,0x01,23
0x01cb41,0x01,57
0xf2bc,0x01,20
0xc4f3,0x01,25
0x6450,0x01,20
0xc89a,0x01,50
0x0186a3,0x01,53
0x01d3e5,0x01,114
0x016c17,0x01,12
0x01054a,0x01,97
0x018b43,0x01,76
0x3d32,0x01,76
0x016c12,0x01,68
0x6ff1,0x01,41
0x9b1c,0x01,92
0x65bc,0x01,23
0xf47c,0x01,209
0xbc29,0x01,12
0x2d29,0x01,12
0x017a88,0x01,53
0xc02c,0x01,150
0x01b853,0x01,41
0x01048b,0x01,12
0x01a3c1,0x01,295
0x011bdb,0x01,68
0x3e65,0x01,231
0xa815,0x01,12
0x016258,0x01,33
0x012b75,0x01,71
0x149d,0x01,68
0x019f67,0x01,20
0x241e,0x01,161
0x4cf1,0x01,133
0x1a97,0x01,161
0xa20c,0x01,12
0xa293,0x01,12
0x01b4b2,0x01,17
0x015cd3,0x01,50
0xed8c,0x01,28
0xa68c,0x01,55
0x0191cd,0x01,12
0x9bad,0x01,53
0x6383,0x01,42
0xa7dc,0x01,39
0xbc57,0x01,34
0x5c2e,0x01,44
0x01ed,0x01,10
0x0178e9,0x01,39
0xef2b,0x01,33
0x011c09,0x01,25
0xd383,0x01,33
0x01454a,0x01,23
0x01a81c,0x01,87
0x6c07,0x01,50
0x0112da,0x01,26
0x8993,0x01,129
0xd0fb,0x01,17
0xb594,0x01,204
0x254d,0x01,55
0xdfff,0x01,112
0x12fb,0x01,62
0x011784,0x01,125
0x016a67,0x01,18
0x0183fd,0x01,47
0x90f9,0x01,44
0x010f01,0x01,55
0x1d74,0x01,25
0x87db,0x01,28
0x018a05,0x01,44
0x0927,0x01,138
0x014966,0x01,17
0x017453,0x01,18
0x01783d,0x01,28
0x014d74,0x01,17
0xccb3,0x01,137
0x01636c,0x01,56
0x3e4d,0x01,74
0xb333,0x01,49
0x0110ed,0x01,108
0xfece,0x01,17
0xb764,0x01,17
0xfa44,0x01,20
0xebdd,0x01,17
0xe9c7,0x01,74
0x5001,0x01,20
0x01057a,0x01,41
0x4697,0x01,41
0x017c96,0x01,49
0x011f37,0x01,111
0xa3f0,0x01,53
0x4bda,0x01,33
0x8982,0x01,39
0x16cc,0x01,15
0x94ac,0x01,10
0x016658,0x01,192
0xb587,0x01,23
0x2ed7,0x01,12
0x93dd,0x01,156
0x01e56d,0x01,33
0x0124f2,0x01,47
0x8ff2,0x01,52
0xc4d8,0x01,201
0x01c01b,0x01,28
0xd676,0x01,210
0x017562,0x01,16
0x0176e1,0x01,121
0x0198e1,0x01,180
0xe240,0x01,76
0xb3fd,0x01,12
0x1ece,0x01,99
0xea09,0x01,611
0x444d,0x01,12
0x017443,0x01,12
0x0101c6,0x01,17
0x07f5,0x01,37
0x01d244,0x01,36
0x365e,0x01,116
0xebf3,0x01,12
0x013ac9,0x01,179
0xd710,0x01,79
0x0990,0x01,119
0x01ac36,0x01,17
0xf96f,0x01,175
0xd742,0x01,62
0x514e,0x01,179
0x014255,0x01,12
0x018909,0x01,80
0xb4fc,0x01,52
0x01952f,0x01,60
0x8f72,0x01,44
0x01603e,0x01,25
0xd4b7,0x01,25
0xb9cb,0x01,257
0x015b99,0x01,129
0x82bf,0x01,15
0x01719a,0x01,75
0xe61f,0x01,114
0x011eb7,0x01,177
0x013172,0x01,121
0x6366,0x01,33
0x9559,0x01,17
0x013f11,0x01,387
0xdbb9,0x01,15
0x01ae5c,0x01,71
0xf2f8,0x01,12
0x797b,0x01,29
0x01d9d3,0x01,20
0x01844e,0x01,50
0x0141ef,0x01,12
0x4699,0x01,12
0x43ea,0x01,39
0x011569,0x01,65
0xceda,0x01,12
0x014920,0x01,140
0x19a2,0x01,33
0x6978,0x01,31
0x014182,0x01,53
0x2f08,0x01,11
0x01986a,0x01,24
0xe993,0x01,28
0x49a3,0x01,25
0x01a830,0x01,79
0x017294,0x01,25
0x4fbb,0x01,63
0x1ac1,0x01,232
0x010db4,0x01,101
0x011376,0x01,47
0x015708,0x01,17
0x95b1,0x01,89
0x177c,0x01,33
0x3713,0x01,15
0x01a2ca,0x01,36
0x4778,0x01,41
0x011a8e,0x01,100
0x488e,0x01,42
0xdfbb,0x01,68
0x012519,0x01,222
0xb272,0x01,31
0x0cb7,0x01,25
0x6e15,0x01,28
0x4019,0x01,81
0x015cb6,0x01,237
0x0125c8,0x01,12
0x0162bf,0x01,95
0x013fce,0x01,11
0x37a3,0x01,291
0xef70,0x01,117
0xc75f,0x01,61
0x019ffa,0x01,96
0x0348,0x01,68
0xa571,0x01,28
0x016b03,0x01,293
0x012da0,0x01,12
0xf86f,0x01,185
0x01518f,0x01,17
0x2b5b,0x01,31
0x018967,0x01,57
0x3365,0x01,24
0x42e3,0x01,12
0x12cd,0x01,56
0x3a3d,0x01,12
0x013035,0x01,17
0x010172,0x01,284
0x014d6d,0x01,34
0x01d42d,0x01,230
0x016171,0x01,17
0x60a1,0x01,17
0xf6dd,0x01,318
0x010ba2,0x01,28
0x01772e,0x01,143
0x0149aa,0x01,41
0x115a,0x01,184
0x011a4b,0x01,20
0xaebf,0x01,31
0x01b887,0x01,17
0x1e75,0x01,81
0x6c46,0x01,59
0xf7e8,0x01,12
0x01d844,0x01,221
0x017691,0x01,92
0x0930,0x01,17
0x01353e,0x01,17
0x126e,0x01,10
0x01220c,0x01,17
0x53d9,0x01,22
0x5224,0x01,41
0xba9a,0x01,152
0x1eb3,0x01,104
0x5014,0x01,15
0x0f0e,0x01,25
0x01f3,0x01,47
0x01777d,0x01,89
0x011bab,0x01,51
0x1530,0x01,12
0xcdf7,0x01,157
0xf226,0x01,12
0xa22d,0x01,12
0x9bd4,0x01,25
0x053d,0x01,76
0x7c85,0x01,50
0xb545,0x01,10
0x09df,0x01,75
0x01344e,0x01,17
0x01a80e,0x01,20
0x8485,0x01,152
0x010255,0x01,33
0x0137cd,0x01,20
0x8f69,0x01,31
0x0165b3,0x01,17
0x01080a,0x01,55
0x43bb,0x01,26
0x01175a,0x01,17
0x018be5,0x01,15
0x648a,0x01,95
0x019989,0x01,20
0x013174,0x01,40
0x0121af,0x01,73
0x3485,0x01,12
0xefe2,0x01,67
0x013e3c,0x01,15
0xe93e,0x01,31
0x4b94,0x01,12
0xda50,0x01,17
0x7c98,0x01,55
0xb2d9,0x01,15
0xd055,0x01,136
0x23f2,0x01,65
0x01295d,0x01,25
0x0a62,0x01,33
0x0175cf,0x01,12
0x6553,0x01,41
0x7602,0x01,74
0x0150bf,0x01,11
0x4450,0x01,20
0x1619,0x01,33
0xa406,0x01,84
0x3ae6,0x01,25
0x3f9d,0x01,12
0x3928,0x01,12
0x3750,0x01,20
0x1db9,0x01,60
0x01332f,0x01,41
0x64df,0x01,12
0x01ac04,0x01,10
0xc19a,0x01,34
0x018a41,0x01,143
0x01c9c4,0x01,17
0xdc6b,0x01,36
0x5b10,0x01,17
0xbe0f,0x01,12
0x01764d,0x01,23
0x248e,0x01,20
0x615c,0x01,34
0xe5dc,0x01,117
0x1557,0x01,18
0x1f9f,0x01,34
0xa0e9,0x01,49
0x0109f4,0x01,28
0x013dc6,0x01,12
0x6f35,0x01,23
0x01b069,0x01,89
0x011250,0x01,380
0xd2bc,0x01,44
0x7703,0x01,89
0x0fc0,0x01,17
0x5ed2,0x01,26
0x01d000,0x01,29
0x019f11,0x01,12
0x014927,0x01,139
0x0152e1,0x01,25
0x01176b,0x01,57
0xb311,0x01,17
0x2b19,0x01,179
0x01353c,0x01,17
0x0178da,0x01,56
0x019c45,0x01,143
0x3cae,0x01,63
0x5527,0x01,12
0x1741,0x01,31
0x6f18,0x01,25
0x0b73,0x01,55
0x821e,0x01,31
0x0137d7,0x01,20
0x2785,0x01,49
0x3327,0x01,20
0x0146ad,0x01,60
0xa3dc,0x01,16
0xd9a6,0x01,34
0x01402c,0x01,71
0xa0cc,0x01,25
0x0184bd,0x01,106
0x1139,0x01,25
0xf69c,0x01,13
0x012007,0x01,74
0x9a8c,0x01,19
0x014f6e,0x01,12
0x93a8,0x01,12
0x5c28,0x01,25
0xb7c8,0x01,57
0x8020,0x01,12
0x0125dc,0x01,23
0x017454,0x01,23
0x1974,0x01,33
0xe16d,0x01,27
0x3a62,0x01,31
0x0a57,0x01,81
0x011b2d,0x01,17
0x017e9e,0x01,45
0xfd14,0x01,38
0x9400,0x01,28
0x01d3c3,0x01,34
0x4b0b,0x01,20
0x01ae15,0x01,105
0x6e09,0x01,28
0x015a1d,0x01,87
0x5ff1,0x01,31
0x01d239,0x01,17
0xba48,0x01,25
0x017ebb,0x01,31
0x1997,0x01,33
0xccc3,0x01,17
0x114a,0x01,79
0x011c02,0x01,102
0xff07,0x01,12
0x010329,0x01,44
0x01b9ab,0x01,23
0xd583,0x01,33
0x012ff9,0x01,28
0x011ceb,0x01,17
0x0171a8,0x01,92
0x9993,0x01,141
0x4213,0x01,47
0xeabb,0x01,251
0xf13e,0x01,17
0x34d9,0x01,25
0x14a6,0x01,97
0x0147e5,0x01,56
0x981d,0x01,17
0xdf90,0x01,25
0x01bf10,0x01,16
0x749c,0x01,175
0x016b98,0x01,52
0x0bf6,0x01,23
0x01e9db,0x01,19
0x015382,0x01,11
0x0134ba,0x01,12
0x015ebd,0x01,351
0x548e,0x01,185
0x1a20,0x01,44
0xe3b5,0x01,17
0x2579,0x01,63
0x0515,0x01,17
0x0138ad,0x01,10
0x012697,0x01,12
0x012e29,0x01,50
0x0147cf,0x01,16
0x1af5,0x01,31
0x0190e8,0x01,47
0x019e17,0x01,57
0x5a08,0x01,113
0x18ce,0x01,127
0x01d3ef,0x01,12
0x01d308,0x01,12
0x012643,0x01,111
0x015d67,0x01,39
0x01d25d,0x01,65
0x688d,0x01,17
0x8adb,0x01,41
0x017c63,0x01,33
0xc2e2,0x01,17
0x012da2,0x01,83
0x01ad29,0x01,103
0x0155b0,0x01,25
0x01a2,0x01,49
0x6c68,0x01,74
0x01abdd,0x01,20
0x0100f2,0x01,23
0x01922a,0x01,39
0x162f,0x01,17
0x49e5,0x01,60
0x0132cb,0x01,57
0x013dea,0x01,17
0x014d60,0x01,23
0x5765,0x01,20
0x5af9,0x01,176
0x9a0b,0x01,15
0xaedf,0x01,17
0x015def,0x01,33
0x01350e,0x01,122
0xdeb1,0x01,12
0xcc72,0x01,12
0x35ae,0x01,19
0x3e40,0x01,83
0x1166,0x01,10
0x8380,0x01,63
0x01390e,0x01,12
0x0113be,0x01,11
0x5685,0x01,36
0xe5e3,0x01,25
0x474f,0x01,208
0x26dd,0x01,33
0x01af93,0x01,50
0x02e8,0x01,12
0x153d,0x01,17
0x013260,0x01,42
0xb1bc,0x01,25
0xea80,0x01,20
0xb3fe,0x01,295
0x01506d,0x01,12
0x01c259,0x01,12
0xfd89,0x01,73
0x017f8c,0x01,76
0x014973,0x01,23
0x0155f0,0x01,31
0x01a501,0x01,12
0xff9b,0x01,210
0x2432,0x01,161
0x013cad,0x01,41
0x012934,0x01,25
0x4bc3,0x01,36
0x012ddb,0x01,219
0x013574,0x01,20
0x4cf6,0x01,42
0xdbe0,0x01,167
0x9013,0x01,36
0x1daf,0x01,76
0xf9cb,0x01,41
0x4c56,0x01,12
0x010953,0x01,25
0x01510b,0x01,73
0xfa05,0x01,12
0x036f,0x01,12
0x01a584,0x01,28
0x010d83,0x01,47
0x01347f,0x01,12
0x01cad5,0x01,44
0x01c3a5,0x01,25
0x468c,0x01,25
0x01045f,0x01,81
0x013f8f,0x01,60
0x01b902,0x01,12
0x01b5cd,0x01,17
0x679f,0x01,48
0xcef2,0x01,76
0xd879,0x01,450
0x017d52,0x01,115
0x014d32,0x01,17
0x012b28,0x01,20
0xedbd,0x01,28
0x012567,0x01,39
0xc04e,0x01,63
0x013e26,0x01,12
0x9775,0x01,81
0x63f9,0x01,105
0x011ef8,0x01,113
0x327b,0x01,10
0x91c6,0x01,11
0x010117,0x01,193
0x015ca8,0x01,11
0x018b4e,0x01,25
0x10d4,0x01,73
0x010a42,0x01,12
0x3a8d,0x01,70
0x0112ff,0x01,47
0x06b9,0x01,15
0xf685,0x01,26
0x01a87e,0x01,33
0x0130c5,0x01,76
0x015643,0x01,709
0x633d,0x01,28
0x01d810,0x01,25
0x4fec,0x01,12
0xbc,0x01,34
0x8025,0x01,50
0xa03e,0x01,41
0xb7d0,0x01,10
0x3aed,0x01,73
0xa4cf,0x01,57
0x01ba9c,0x01,65
0xc2c7,0x01,49
0x8f8e,0x01,121
0x015e06,0x01,28
0x0bc3,0x01,47
0x1c59,0x01,15
0x6c03,0x01,20
0xdf5c,0x01,47
0x01c5a1,0x01,10
0x015c93,0x01,25
0x013661,0x01,81
0x018876,0x01,49
0x0180e0,0x01,105
0x6c85,0x01,20
0x37af,0x01,133
0x7851,0x01,20
0x014141,0x01,17
0x490b,0x01,106
0x01a38a,0x01,33
0x015753,0x01,203
0xe9bf,0x01,23
0xeaa5,0x01,12
0x012543,0x01,41
0x010beb,0x01,18
0x0107e8,0x01,33
0x027e,0x01,40
0x011f3c,0x01,104
0x014284,0x01,97
0x014c10,0x01,17
0x016b14,0x01,52
0xd699,0x01,21
0x01421d,0x01,25
0x017616,0x01,25
0x01253f,0x01,194
0x0154a4,0x01,153
0x6af8,0x01,31
0xa234,0x01,23
0x01b7bf,0x01,12
0x0170cc,0x01,122
0x7fb7,0x01,28
0x77c6,0x01,12
0xd9bd,0x01,31
0x2da0,0x01,303
0x010f6f,0x01,43
0x5385,0x01,47
0x47c3,0x01,49
0x3823,0x01,49
0x394e,0x01,17
0x32cb,0x01,63
0x01cfd4,0x01,65
0x9321,0x01,361
0x0132cc,0x01,31
0xd780,0x01,17
0x3f45,0x01,67
0x010054,0x01,69
0x3600,0x01,63
0x3c70,0x01,108
0x019fff,0x01,60
0x6d14,0x01,193
0x3234,0x01,290
0x0136cb,0x01,73
0xbce9,0x01,25
0x015355,0x01,12
0x9b12,0x01,194
0x0156b0,0x01,17
0x9025,0x01,73
0x017a4b,0x01,17
0x012082,0x01,17
0x537d,0x01,17
0x014533,0x01,86
0xf074,0x01,28
0xac90,0x01,25
0x012145,0x01,57
0x1f9a,0x01,12
0x010a2f,0x01,110
0x01bce1,0x01,118
0x0128bb,0x01,17
0xa0ca,0x01,49
0x012268,0x01,17
0x417d,0x01,10
0x01b2f0,0x01,12
0x0165be,0x01,40
0x4f82,0x01,28
0x0140b7,0x01,12
0x013868,0x01,26
0xf1c3,0x01,34
0x0149cb,0x01,79
0x9732,0x01,45
0xa822,0x01,17
0x01640e,0x01,12
0x011c61,0x01,44
0x054f,0x01,140
0x01573c,0x01,12
0x46b4,0x01,12
0xd363,0x01,41
0x01b61f,0x01,17
0xc510,0x01,151
0x0147ca,0x01,20
0xad80,0x01,47
0x5422,0x01,28
0x444b,0x01,18
0x015309,0x01,106
0x01b81f,0x01,17
0x013098,0x01,12
0x74fc,0x01,218
0x0166e1,0x01,17
0x0192f9,0x01,17
0x6240,0x01,67
0x5189,0x01,28
0x016f05,0x01,45
0x01d676,0x01,32
0x016553,0x01,15
0x635f,0x01,15
0x01b01b,0x01,13
0xa0d9,0x01,17
0xf7d2,0x01,44
0x844c,0x01,17
0x0f79,0x01,28
0xe3f4,0x01,87
0x4081,0x01,33
0x01c074,0x01,23
0x3db9,0x01,173
0x01ade3,0x01,17
0x1629,0x01,42
0x01a11a,0x01,17
0x6011,0x01,50
0x85f4,0x01,12
0xaa8e,0x01,33
0x018053,0x01,31
0xd044,0x01,73
0x01be54,0x01,33
0x024e,0x01,12
0x015099,0x01,42
0x012aa4,0x01,60
0x01555f,0x01,21
0x245b,0x01,66
0xd33a,0x01,28
0x40c7,0x01,12
0xec,0x01,17
0x0935,0x01,138
0x67d5,0x01,10
0x34a3,0x01,12
0x011b9e,0x01,148
0x0113e7,0x01,33
0x01a45e,0x01,77
0xa2b4,0x01,41
0xbdeb,0x01,20
0x92e8,0x01,60
0x35a7,0x01,293
0x243c,0x01,20
0xb8a4,0x01,84
0x010752,0x01,18
0x015930,0x01,49
0x011dc2,0x01,50
0x01ca7d,0x01,81
0xf391,0x01,289
0x65a6,0x01,12
0x4d7c,0x01,12
0x019fe6,0x01,75
0x92b5,0x01,36
0x1b20,0x01,22
0x019d70,0x01,39
0xfbef,0x01,68
0x016afa,0x01,23
0xd60c,0x01,25
0x017bce,0x01,85
0xc6c4,0x01,79
0x26d4,0x01,10
0x0148bf,0x01,17
0xd1c9,0x01,34
0x012fbc,0x01,25
0xe75f,0x01,29
0x04ae,0x01,81
0x7a9c,0x01,45
0x990d,0x01,497
0x0120cd,0x01,121
0xacc4,0x01,41
0x01993d,0x01,31
0xaec2,0x01,25
0x01d14d,0x01,20
0x012400,0x01,12
0xe823,0x01,20
0x2ccb,0x01,12
0xc5ed,0x01,20
0x0162dc,0x01,23
0xe97b,0x01,44
0x01a3d4,0x01,26
0x010d55,0x01,77
0x0a,0x01,25
0x3c53,0x01,24
0xbdc0,0x01,204
0x7055,0x01,246
0x54a3,0x01,156
0x016e29,0x01,23
0x8496,0x01,17
0x0139e9,0x01,42
0x0962,0x01,12
0x0c65,0x01,56
0x01999e,0x01,67
0x01b2ba,0x01,129
0x92ff,0x01,34
0x0971,0x01,15
0x017c9d,0x01,33
0x012d0f,0x01,82
0x55ed,0x01,28
0x35de,0x01,15
0x2075,0x01,161
0x1c44,0x01,22
0x018d0d,0x01,50
0x0152d6,0x01,128
0x6b1b,0x01,36
0xc027,0x01,92
0x010f56,0x01,66
0x011c4a,0x01,71
0x0358,0x01,18
0x0660,0x01,135
0x01b1ff,0x01,60
0x19cc,0x01,33
0xdbc9,0x01,17
0x01c57a,0x01,27
0x3d4d,0x01,16
0x186b,0x01,33
0x0118bd,0x01,33
0x099e,0x01,73
0xc461,0x01,121
0xc52a,0x01,76
0x019a9d,0x01,25
0x0163c0,0x01,15
0x01ccf5,0x01,49
0x01deb0,0x01,28
0x1672,0x01,390
0x8b7a,0x01,20
0x013e9e,0x01,23
0x0cdd,0x01,50
0x015c3a,0x01,47
0x018342,0x01,86
0xe372,0x01,36
0x0113f3,0x01,124
0xbad4,0x01,121
0x074d,0x01,49
0x018c86,0x01,134
0x014a49,0x01,23
0xbaed,0x01,105
0x01136d,0x01,153
0xecda,0x01,25
0x011db0,0x01,60
0x0119a1,0x01,57
0x010152,0x01,39
0x671d,0x01,93
0x015902,0x01,17
0xb0e1,0x01,23
0x019065,0x01,47
0x01202c,0x01,16
0x79dd,0x01,15
0x986f,0x01,41
0x6d2d,0x01,221
0x320b,0x01,39
0x8c50,0x01,17
0x0e99,0x01,139
0x010dd1,0x01,153
0xb1aa,0x01,85
0x014b24,0x01,148
0x85c5,0x01,12
0x014997,0x01,97
0xf3d8,0x01,28
0x01673b,0x01,215
0x014de2,0x01,18
0x01a3fb,0x01,17
0x01702f,0x01,80
0x016e53,0x01,12
0x4aa7,0x01,31
0xcf9d,0x01,703
0x011a10,0x01,17
0x0125b8,0x01,12
0xf0e6,0x01,20
0x1bba,0x01,268
0x01b3bc,0x01,113
0xc450,0x01,47
0x01204b,0x01,65
0x8439,0x01,153
0x334e,0x01,12
0x0117e2,0x01,39
0x4f46,0x01,11
0x014219,0x01,108
0xec57,0x01,153
0x0ee5,0x01,26
0x014af6,0x01,41
0x011062,0x01,12
0x011926,0x01,25
0x018791,0x01,124
0xb43a,0x01,105
0x015cba,0x01,72
0x5ea3,0x01,12
0x0129b0,0x01,57
0x018bed,0x01,17
0x584b,0x01,148
0x016d90,0x01,12
0xe036,0x01,113
0xd6cb,0x01,292
0x019a23,0x01,89
0x011895,0x01,56
0x6362,0x01,20
0x010942,0x01,17
0x6bbf,0x01,13
0x034c,0x01,25
0xb33b,0x01,277
0x14fd,0x01,238
0x0d12,0x01,23
0x0177a9,0x01,28
0x13a6,0x01,47
0xa887,0x01,12
0x017eab,0x01,95
0x9572,0x01,155
0x7127,0x01,176
0x012e54,0x01,87
0x0192c1,0x01,84
0x010595,0x01,15
0x379e,0x01,15
0x01bbf7,0x01,31
0x3d20,0x01,12
0x9bf2,0x01,12
0x9907,0x01,41
0x5734,0x01,346
0x0402,0x01,25
0x8a20,0x01,23
0x01cab3,0x01,23
0x018601,0x01,25
0x13ca,0x01,12
0xb675,0x01,27
0x0144e1,0x01,73
0x204e,0x01,12
0x2973,0x01,33
0x01386f,0x01,28
0xd83a,0x01,90
0x01306d,0x01,25
0x9f0d,0x01,25
0xe02b,0x01,12
0x01061f,0x01,12
0x67f6,0x01,20
0x010480,0x01,33
0xadeb,0x01,45
0x57a2,0x01,20
0xba5e,0x01,92
0x014430,0x01,17
0x016d0c,0x01,26
0x4cc7,0x01,54
0x010bf3,0x01,53
0x3b88,0x01,127
0x4916,0x01,25
0x0f0f,0x01,292
0xe2da,0x01,18
0x016be9,0x01,39
0x4152,0x01,144
0x016efa,0x01,305
0xf8c1,0x01,17
0x01c241,0x01,32
0x6ec2,0x01,28
0x01b549,0x01,283
0xd4ce,0x01,135
0x013316,0x01,24
0xc4e8,0x01,36
0x4488,0x01,105
0xa29d,0x01,17
0x3ea6,0x01,12
0x9378,0x01,12
0x0138f1,0x01,28
0xef3c,0x01,20
0x016a1f,0x01,29
0x0112fa,0x01,12
0x03ee,0x01,15
0x0183cc,0x01,147
0x018087,0x01,25
0x44da,0x01,161
0x01c244,0x01,279
0x013a11,0x01,25
0x46a8,0x01,33
0x4b5f,0x01,33
0x4a90,0x01,20
0x0198e2,0x01,194
0x013f17,0x01,17
0x013984,0x01,265
0xef6f,0x01,17
0xea0f,0x01,26
0x3b16,0x01,90
0xfa09,0x01,17
0x013d4d,0x01,31
0x01643d,0x01,12
0x6bc2,0x01,20
0x011761,0x01,79
0x0198c6,0x01,50
0x0139f2,0x01,15
0xecbc,0x01,25
0x90e2,0x01,685
0x01d36c,0x01,17
0x24ab,0x01,12
0x016530,0x01,15
0x01c938,0x01,20
0xbecd,0x01,279
0x0128f6,0x01,44
0xa7c9,0x01,17
0x012ad8,0x01,28
0x014b58,0x01,20
0x01afd3,0x01,51
0xdf9d,0x01,81
0x015cc1,0x01,36
0x017f3f,0x01,12
0x01a457,0x01,100
0x0115c6,0x01,143
0xf73d,0x01,34
0xcc04,0x01,26
0xda4c,0x01,31
0xc4e0,0x01,63
0x3863,0x01,153
0x0133ba,0x01,88
0xb383,0x01,106
0x4556,0x01,33
0x76bc,0x01,13
0x6715,0x01,33
0x0155c0,0x01,17
0x011750,0x01,66
0xdb0b,0x01,17
0x0119c1,0x01,42
0x045a,0x01,10
0x01b136,0x01,17
0xc496,0x01,20
0xcd12,0x01,73
0x165b,0x01,29
0x013c46,0x01,28
0x011b6b,0x01,20
0xdfb1,0x01,65
0x012a62,0x01,151
0x60fc,0x01,12
0x011837,0x01,81
0x016b4f,0x01,111
0x01288e,0x01,68
0x1e87,0x01,20
0x0219,0x01,92
0x4f03,0x01,52
0x01960a,0x01,26
0x01aa49,0x01,52
0xfee5,0x01,10
0x7a3f,0x01,163
0x404f,0x01,12
0x245a,0x01,169
0x0166de,0x01,129
0x5cdf,0x01,31
0x0163fd,0x01,225
0x0ef0,0x01,25
0xa563,0x01,20
0xb64b,0x01,184
0x016af6,0x01,94
0xac0a,0x01,25
0x0118ef,0x01,17
0x0147d0,0x01,17
0xda48,0x01,25
0x0170e7,0x01,25
0x434e,0x01,49
0x011075,0x01,28
0xf528,0x01,97
0x171d,0x01,41
0x9c19,0x01,181
0x47d2,0x01,23
0x01591a,0x01,30
0x017177,0x01,18
0x019da6,0x01,33
0x0105aa,0x01,33
0x01a7e7,0x01,23
0x520a,0x01,33
0x707d,0x01,41
0xd112,0x01,12
0x39e3,0x01,79
0x01b3ae,0x01,17
0xc542,0x01,98
0x016a6a,0x01,74
0x9fbf,0x01,12
0x0ae4,0x01,39
0x0194a1,0x01,125
0x276f,0x01,25
0x3b25,0x01,138
0x52d5,0x01,23
0xcdf8,0x01,25
0x01744d,0x01,12
0x01c4c5,0x01,249
0x5a12,0x01,97
0x01498c,0x01,330
0xcdf4,0x01,39
0x019362,0x01,194
0x01888d,0x01,17
0x3b93,0x01,169
0xbf4b,0x01,50
0xaa1c,0x01,16
0xa05c,0x01,97
0xb224,0x01,17
0x015f03,0x01,34
0x2161,0x01,28
0xbb16,0x01,49
0x014ef2,0x01,20
0x9c48,0x01,17
0xd517,0x01,25
0x5785,0x01,12
0x74cb,0x01,97
0x010899,0x01,99
0x01ba7e,0x01,65
0xc071,0x01,15
0x01298e,0x01,268
0x4c5f,0x01,139
0x0141f2,0x01,34
0x01d4a9,0x01,34
0xa8e8,0x01,17
0xed63,0x01,17
0x0aca,0x01,47
0x1f70,0x01,12
0xc1c1,0x01,92
0x013285,0x01,25
0x019bdb,0x01,116
0x4fd3,0x01,102
0x01b928,0x01,165
0x8513,0x01,135
0x0113c8,0x01,50
0x015cf4,0x01,49
0x01b048,0x01,12
0x0118d3,0x01,74
0x010890,0x01,45
0xd22d,0x01,63
0x014d51,0x01,20
0x3697,0x01,151
0x018b04,0x01,34
0x011c87,0x01,234
0x1896,0x01,66
0xeab6,0x01,132
0xd25c,0x01,12
0x4db8,0x01,30
0x0198,0x01,112
0xd1ca,0x01,31
0x3368,0x01,20
0x016945,0x01,147
0x01c226,0x01,20
0xaf88,0x01,66
0xac10,0x01,12
0x01395f,0x01,25
0x183e,0x01,68
0x47bf,0x01,25
0x1bfd,0x01,204
0x3aba,0x01,58
0x0120aa,0x01,41
0x1b1e,0x01,63
0x01c80c,0x01,20
0x011fa2,0x01,25
0x3ed9,0x01,85
0xd72b,0x01,14
0x016cc0,0x01,84
0xb939,0x01,45
0x01de4d,0x01,25
0x5375,0x01,17
0x3f46,0x01,84
0x01ad75,0x01,12
0x0c5b,0x01,23
0x0119aa,0x01,34
0x014e5c,0x01,109
0xf679,0x01,20
0x01233e,0x01,17
0x017eaa,0x01,66
0x92cc,0x01,225
0x0155f4,0x01,28
0x014254,0x01,39
0xd10a,0x01,25
0x8483,0x01,81
0xde4a,0x01,20
0x013c10,0x01,34
0x3d7b,0x01,37
0x0172bf,0x01,39
0xfaf3,0x01,23
0xfc9d,0x01,121
0xf1b7,0x01,37
0x8040,0x01,72
0xf427,0x01,58
0x9d3c,0x01,12
0x012b92,0x01,17
0x017ef0,0x01,17
0x1b7b,0x01,17
0x01424c,0x01,25
0x7e7c,0x01,11
0x0165bc,0x01,20
0x01bef6,0x01,36
0x01c39f,0x01,17
0x85f8,0x01,64
0x264f,0x01,31
0x8f17,0x01,12
0x5248,0x01,25
0xf32a,0x01,50
0x017ea7,0x01,76
0x1cd8,0x01,49
0x44a7,0x01,12
0x6fb3,0x01,17
0x56f9,0x01,20
0x014e8d,0x01,12
0xbc74,0x01,90
0x013673,0x01,26
0x7645,0x01,55
0x01668d,0x01,71
0x4f4a,0x01,18
0x0163e4,0x01,12
0x50ad,0x01,17
0x0154f2,0x01,34
0x503a,0x01,63
0x01b94a,0x01,153
0xfd7f,0x01,12
0x986b,0x01,17
0x019a77,0x01,36
0x019b14,0x01,33
0xfd7c,0x01,23
0x01b7e4,0x01,98
0xa24f,0x01,33
0xf1f1,0x01,17
0x01b88a,0x01,17
0x3937,0x01,12
0xee7f,0x01,76
0x5642,0x01,20
0x5a80,0x01,97
0x011d0f,0x01,60
0xd3ea,0x01,145
0x412e,0x01,27
0xcc91,0x01,44
0x01233a,0x01,20
0x5923,0x01,20
0x019922,0x01,12
